Mes/Año;N° Día;Fecha;Hábil/No Hábil;TIPO DIA;AUTO+GUMAs;DEMANDA DISTRIBUIDOR;TEMPERATURA MEDIA GBA °C;ALIMENTACIÓN. COMERCIOS Y SERVICIOS;INDUSTRIAS
oct-22;21;21/10/2022;Hábil;Viernes;2298.3;12932.0;18.6;416.9;1395.8
oct-22;22;22/10/2022;No Hábil;Sábado;2209.3;12186.5;12.6;367.3;1357.4
oct-22;23;23/10/2022;No Hábil;Domingo;2071.8;11444.7;15.2;328.5;1252.1
oct-22;24;24/10/2022;Hábil;Lunes;2234.1;13062.6;19.4;405.7;1351.3
oct-22;25;25/10/2022;Hábil;Martes;2271.5;13672.5;21.6;420.2;1404.0
oct-22;26;26/10/2022;Hábil;Miércoles;2312.1;13412.2;19.8;408.5;1434.7
oct-22;27;27/10/2022;Hábil;Jueves;2309.1;13521.1;20.5;417.5;1422.4
oct-22;28;28/10/2022;Hábil;Viernes;2276.4;14310.9;25.0;415.5;1396.7
oct-22;29;29/10/2022;No Hábil;Sábado;2179.8;13922.4;23.7;369.3;1353.0
oct-22;30;30/10/2022;No Hábil;Domingo;2001.4;11944.5;14.6;313.5;1239.7
oct-22;31;31/10/2022;Hábil;Lunes;2148.9;12887.6;11.9;383.0;1318.7
nov-22;1;1/11/2022;Hábil;Martes;2280.8;13006.0;14.7;425.6;1351.1
nov-22;2;2/11/2022;Hábil;Miércoles;2251.0;12817.1;19.9;431.8;1298.6
nov-22;3;3/11/2022;Hábil;Jueves;2245.2;12927.4;19.9;438.0;1281.4
nov-22;4;4/11/2022;Hábil;Viernes;2306.8;12949.2;19.3;442.1;1335.9
nov-22;5;5/11/2022;No Hábil;Sábado;2255.3;11998.6;19.9;406.6;1320.9
nov-22;6;6/11/2022;No Hábil;Domingo;2167.2;11731.8;20.7;365.3;1268.5
nov-22;7;7/11/2022;Hábil;Lunes;2363.8;13605.1;21.0;432.7;1390.3
nov-22;8;8/11/2022;Hábil;Martes;2339.6;13906.8;20.9;435.0;1364.9
nov-22;9;9/11/2022;Hábil;Miércoles;2364.6;14168.3;21.6;449.0;1357.0
nov-22;10;10/11/2022;Hábil;Jueves;2285.9;14121.2;22.1;453.0;1306.7
nov-22;11;11/11/2022;Hábil;Viernes;2374.7;14350.1;23.5;453.2;1407.4
nov-22;12;12/11/2022;No Hábil;Sábado;2279.0;13127.1;23.5;409.2;1358.7
nov-22;13;13/11/2022;No Hábil;Domingo;2141.2;11704.4;22.2;356.1;1277.0
nov-22;14;14/11/2022;Hábil;Lunes;2318.2;12882.5;19.1;416.4;1388.2
nov-22;15;15/11/2022;Hábil;Martes;2406.5;14354.9;23.7;445.0;1440.1
nov-22;16;16/11/2022;Hábil;Miércoles;2378.3;16321.0;26.6;461.9;1399.9
nov-22;17;17/11/2022;Hábil;Jueves;2347.7;16987.7;25.8;463.8;1368.7
nov-22;18;18/11/2022;Hábil;Viernes;2376.2;17196.2;25.9;462.7;1396.5
nov-22;19;19/11/2022;No Hábil;Sábado;2275.6;16139.0;27.4;420.8;1335.2
nov-22;20;20/11/2022;No Hábil;Domingo;2021.1;13748.3;23.5;365.8;1142.5
nov-22;21;21/11/2022;No Hábil;Lunes;1982.1;12036.7;16.7;359.1;1111.2
nov-22;22;22/11/2022;Hábil;Martes;2164.7;13029.3;18.0;411.7;1242.5
nov-22;23;23/11/2022;Hábil;Miércoles;2229.9;14715.6;22.9;439.7;1289.0
nov-22;24;24/11/2022;Hábil;Jueves;2261.9;17198.6;27.2;452.5;1335.2
nov-22;25;25/11/2022;Hábil;Viernes;2313.3;17340.3;22.1;455.2;1402.2
nov-22;26;26/11/2022;No Hábil;Sábado;2210.3;16927.6;25.7;411.3;1347.8
nov-22;27;27/11/2022;No Hábil;Domingo;2072.3;16634.4;26.5;371.3;1258.2
nov-22;28;28/11/2022;Hábil;Lunes;2273.0;19429.3;27.2;438.6;1379.2
nov-22;29;29/11/2022;Hábil;Martes;2305.5;19877.8;27.8;455.1;1402.1
nov-22;30;30/11/2022;Hábil;Miércoles;2264.7;17999.0;25.1;437.6;1386.6
dic-22;1;1/12/2022;Hábil;Jueves;2305.1;14997.6;20.4;430.6;1369.5
dic-22;2;2/12/2022;Hábil;Viernes;2374.4;15231.1;21.1;435.1;1404.6
dic-22;3;3/12/2022;No Hábil;Sábado;2268.9;14925.8;22.4;393.1;1345.8
dic-22;4;4/12/2022;No Hábil;Domingo;2250.0;15346.6;25.0;359.2;1286.7
dic-22;5;5/12/2022;Hábil;Lunes;2495.4;19489.7;28.3;435.2;1354.6
dic-22;6;6/12/2022;Hábil;Martes;2472.9;20733.9;29.0;449.3;1316.8
dic-22;7;7/12/2022;Hábil;Miércoles;2279.7;21323.9;29.0;449.1;1276.2
dic-22;8;8/12/2022;No Hábil;Jueves;2131.3;19419.1;28.5;395.8;1250.9
dic-22;9;9/12/2022;No Hábil;Viernes;1813.2;19967.5;28.9;364.8;988.9
dic-22;10;10/12/2022;No Hábil;Sábado;1994.0;17099.8;26.0;369.1;1178.7
dic-22;11;11/12/2022;No Hábil;Domingo;2016.5;17612.5;27.9;354.8;1222.8
dic-22;12;12/12/2022;Hábil;Lunes;2173.7;17677.2;21.8;415.4;1309.3
dic-22;13;13/12/2022;Hábil;Martes;2227.1;16935.4;22.0;424.3;1344.0
dic-22;14;14/12/2022;Hábil;Miércoles;2202.4;18770.4;26.7;438.4;1310.8
dic-22;15;15/12/2022;Hábil;Jueves;2241.0;17365.9;23.2;435.5;1323.4
dic-22;16;16/12/2022;Hábil;Viernes;2226.6;15720.5;20.1;420.7;1320.0
dic-22;17;17/12/2022;No Hábil;Sábado;2127.0;13478.3;21.3;370.8;1248.7
dic-22;18;18/12/2022;No Hábil;Domingo;1911.7;12932.6;23.5;322.7;1085.4
dic-22;19;19/12/2022;Hábil;Lunes;2153.8;16484.1;25.0;402.1;1245.6
dic-22;20;20/12/2022;No Hábil;Martes;1924.5;17544.2;25.8;397.2;1014.2
dic-22;21;21/12/2022;Hábil;Miércoles;2201.7;18693.3;25.5;432.4;1250.7
dic-22;22;22/12/2022;Hábil;Jueves;2310.9;19050.7;26.5;442.7;1340.7
dic-22;23;23/12/2022;Hábil;Viernes;2260.0;17023.6;24.3;429.4;1312.6
dic-22;24;24/12/2022;No Hábil;Sábado;1830.0;13069.6;19.4;312.8;1008.2
dic-22;25;25/12/2022;No Hábil;Domingo;1446.9;11006.1;18.5;240.8;704.4
dic-22;26;26/12/2022;Hábil;Lunes;1985.7;14049.0;22.3;358.3;1111.4
dic-22;27;27/12/2022;Hábil;Martes;2152.5;15386.7;25.1;397.3;1242.8
dic-22;28;28/12/2022;Hábil;Miércoles;2167.7;15753.5;24.8;399.8;1250.5
dic-22;29;29/12/2022;Hábil;Jueves;2163.2;16025.3;23.4;399.6;1249.1
dic-22;30;30/12/2022;Hábil;Viernes;2155.0;17749.6;28.0;401.6;1244.3
dic-22;31;31/12/2022;No Hábil;Sábado;1801.2;16673.1;25.7;310.6;959.2
ene-23;1;1/1/2023;No Hábil;Domingo;1400.4;14095.3;22.2;246.4;670.5
ene-23;2;2/1/2023;Hábil;Lunes;1842.1;14962.6;23.0;351.0;1017.3
ene-23;3;3/1/2023;Hábil;Martes;2036.2;15636.7;25.2;393.5;1185.5
ene-23;4;4/1/2023;Hábil;Miércoles;1988.1;16487.3;23.7;389.1;1134.3
ene-23;5;5/1/2023;Hábil;Jueves;1998.8;17522.0;25.9;393.2;1132.7
ene-23;6;6/1/2023;Hábil;Viernes;2038.5;18884.8;27.6;407.0;1162.6
ene-23;7;7/1/2023;No Hábil;Sábado;1961.6;17805.8;27.1;367.5;1130.9
ene-23;8;8/1/2023;No Hábil;Domingo;1842.7;16785.1;26.8;325.8;1054.6
ene-23;9;9/1/2023;Hábil;Lunes;2028.1;19183.3;26.6;389.3;1174.4
ene-23;10;10/1/2023;Hábil;Martes;2041.6;19802.2;27.1;411.1;1179.1
ene-23;11;11/1/2023;Hábil;Miércoles;2020.7;18124.2;24.4;404.4;1156.8
ene-23;12;12/1/2023;Hábil;Jueves;2045.5;16385.7;23.5;401.5;1190.3
ene-23;13;13/1/2023;Hábil;Viernes;2100.0;15437.8;24.8;407.4;1236.9
ene-23;14;14/1/2023;No Hábil;Sábado;2045.1;15374.1;25.8;374.2;1203.1
ene-23;15;15/1/2023;No Hábil;Domingo;1902.3;15830.2;28.3;331.5;1104.0
ene-23;16;16/1/2023;Hábil;Lunes;2101.8;19448.6;29.3;410.6;1227.3
ene-23;17;17/1/2023;Hábil;Martes;2162.5;20247.3;29.5;437.1;1284.3
ene-23;18;18/1/2023;Hábil;Miércoles;2175.5;19008.3;26.3;439.5;1301.9
ene-23;19;19/1/2023;Hábil;Jueves;2225.1;20276.6;27.9;449.7;1338.4
ene-23;20;20/1/2023;Hábil;Viernes;2204.8;19992.3;26.1;444.0;1329.5
ene-23;21;21/1/2023;No Hábil;Sábado;2088.4;16947.0;25.9;402.8;1246.7
ene-23;22;22/1/2023;No Hábil;Domingo;1927.0;16421.3;26.9;350.3;1144.9
ene-23;23;23/1/2023;Hábil;Lunes;2139.1;19046.7;26.6;414.1;1284.0
ene-23;24;24/1/2023;Hábil;Martes;2209.3;19489.6;27.5;430.5;1334.8
ene-23;25;25/1/2023;Hábil;Miércoles;2239.3;18835.5;26.5;429.8;1354.0
ene-23;26;26/1/2023;Hábil;Jueves;2235.5;19730.6;28.1;431.5;1344.2
ene-23;27;27/1/2023;Hábil;Viernes;2206.3;17581.5;23.8;409.6;1350.1
ene-23;28;28/1/2023;No Hábil;Sábado;2102.1;16238.3;25.8;380.8;1270.8
ene-23;29;29/1/2023;No Hábil;Domingo;1951.1;15891.4;25.6;341.3;1145.0
ene-23;30;30/1/2023;Hábil;Lunes;2167.3;17785.1;25.4;402.5;1291.9
ene-23;31;31/1/2023;Hábil;Martes;2168.3;19255.7;26.2;428.4;1302.7
feb-23;1;1/2/2023;Hábil;Miércoles;2186.1;18188.8;25.1;431.1;1312.9
feb-23;2;2/2/2023;Hábil;Jueves;2185.0;16526.1;24.0;424.9;1309.2
feb-23;3;3/2/2023;Hábil;Viernes;2218.1;15840.3;23.6;420.4;1343.2
feb-23;4;4/2/2023;No Hábil;Sábado;2107.9;14651.0;23.4;380.9;1268.1
feb-23;5;5/2/2023;No Hábil;Domingo;1932.5;14762.0;24.8;349.7;1111.1
feb-23;6;6/2/2023;Hábil;Lunes;2142.3;18456.6;28.1;422.0;1266.6
feb-23;7;7/2/2023;Hábil;Martes;2150.2;20358.8;28.8;441.1;1248.4
feb-23;8;8/2/2023;Hábil;Miércoles;2180.6;19948.8;27.0;443.9;1275.1
feb-23;9;9/2/2023;Hábil;Jueves;2252.0;20028.6;27.5;447.0;1336.6
feb-23;10;10/2/2023;Hábil;Viernes;2230.0;21163.1;29.8;448.1;1312.8
feb-23;11;11/2/2023;No Hábil;Sábado;2130.0;20669.7;31.3;410.9;1242.5
feb-23;12;12/2/2023;No Hábil;Domingo;1966.8;20617.4;32.3;369.6;1131.4
feb-23;13;13/2/2023;Hábil;Lunes;2049.8;20677.4;26.7;430.0;1164.1
feb-23;14;14/2/2023;Hábil;Martes;2064.7;19378.0;26.6;433.9;1171.9
feb-23;15;15/2/2023;Hábil;Miércoles;2083.7;18611.8;25.0;425.9;1186.0
feb-23;16;16/2/2023;Hábil;Jueves;2018.3;16052.7;19.7;408.3;1142.4
feb-23;17;17/2/2023;Hábil;Viernes;2015.9;12970.3;11.5;382.0;1178.9
feb-23;18;18/2/2023;No Hábil;Sábado;1920.8;11628.6;15.7;342.2;1108.5
feb-23;19;19/2/2023;No Hábil;Domingo;1814.7;11066.6;20.6;304.6;1046.2
feb-23;20;20/2/2023;No Hábil;Lunes;1757.0;11897.5;22.4;305.5;996.8
feb-23;21;21/2/2023;No Hábil;Martes;1754.4;13666.2;24.2;330.1;964.3
feb-23;22;22/2/2023;Hábil;Miércoles;1998.0;16564.6;26.4;406.2;1112.0
feb-23;23;23/2/2023;Hábil;Jueves;2063.3;16484.1;25.7;430.9;1178.5
feb-23;24;24/2/2023;Hábil;Viernes;2186.2;17160.7;24.8;436.2;1205.5
feb-23;25;25/2/2023;No Hábil;Sábado;2045.2;15984.2;24.6;398.3;1170.2
feb-23;26;26/2/2023;No Hábil;Domingo;1903.1;14070.9;22.6;340.2;1094.3
feb-23;27;27/2/2023;Hábil;Lunes;2106.0;16611.1;24.6;412.7;1211.5
feb-23;28;28/2/2023;Hábil;Martes;2202.6;19404.6;28.1;444.1;1279.8
mar-23;1;1/3/2023;Hábil;Miércoles;2047.9;19156.5;29.9;412.3;1178.2
mar-23;2;2/3/2023;Hábil;Jueves;2144.0;20101.4;30.3;452.7;1219.4
mar-23;3;3/3/2023;Hábil;Viernes;2278.9;20591.9;29.3;458.5;1335.5
mar-23;4;4/3/2023;No Hábil;Sábado;2149.1;18887.6;27.6;418.2;1260.9
mar-23;5;5/3/2023;No Hábil;Domingo;2056.1;18056.5;27.4;362.8;1186.0
mar-23;6;6/3/2023;Hábil;Lunes;2241.4;20618.3;28.7;441.3;1297.8
mar-23;7;7/3/2023;Hábil;Martes;2250.4;19143.3;27.2;455.3;1337.1
mar-23;8;8/3/2023;Hábil;Miércoles;2239.1;19999.9;27.1;466.6;1303.3
mar-23;9;9/3/2023;Hábil;Jueves;2246.1;20335.2;27.1;454.6;1326.0
mar-23;10;10/3/2023;Hábil;Viernes;2275.8;21274.1;29.9;460.5;1343.1
mar-23;11;11/3/2023;No Hábil;Sábado;2199.9;21043.7;31.3;424.8;1280.4
mar-23;12;12/3/2023;No Hábil;Domingo;2050.6;20347.4;31.3;378.3;1176.0
mar-23;13;13/3/2023;Hábil;Lunes;2190.7;22223.2;30.2;441.3;1282.2
mar-23;14;14/3/2023;Hábil;Martes;2295.2;21595.4;30.7;458.8;1337.0
mar-23;15;15/3/2023;Hábil;Miércoles;2280.0;20553.9;27.1;465.0;1336.0
mar-23;16;16/3/2023;Hábil;Jueves;2241.0;20137.7;26.6;465.4;1316.2
mar-23;17;17/3/2023;Hábil;Viernes;2195.8;20589.2;27.7;460.6;1289.1
mar-23;18;18/3/2023;No Hábil;Sábado;2122.6;18392.0;26.0;420.2;1255.6
mar-23;19;19/3/2023;No Hábil;Domingo;1949.8;17338.2;26.5;379.3;1116.4
mar-23;20;20/3/2023;Hábil;Lunes;2089.4;17067.7;21.4;432.6;1215.3
mar-23;21;21/3/2023;Hábil;Martes;2193.0;16082.3;22.1;446.1;1295.7
mar-23;22;22/3/2023;Hábil;Miércoles;2226.1;15511.6;22.7;441.2;1313.2
mar-23;23;23/3/2023;Hábil;Jueves;2246.0;15760.5;24.3;457.1;1345.8
mar-23;24;24/3/2023;No Hábil;Viernes;2020.1;14165.9;23.1;402.8;1150.2
mar-23;25;25/3/2023;No Hábil;Sábado;1959.4;13490.3;23.5;390.0;1113.5
mar-23;26;26/3/2023;No Hábil;Domingo;1902.0;11873.6;18.6;357.2;1081.4
mar-23;27;27/3/2023;Hábil;Lunes;2143.4;13744.2;20.0;411.0;1232.8
mar-23;28;28/3/2023;Hábil;Martes;2187.7;15091.9;24.4;436.7;1275.4
mar-23;29;29/3/2023;Hábil;Miércoles;2186.4;15502.6;21.9;442.8;1290.3
mar-23;30;30/3/2023;Hábil;Jueves;2197.5;14240.3;19.0;429.0;1327.9
mar-23;31;31/3/2023;Hábil;Viernes;2137.7;13995.9;18.7;430.1;1275.7
abr-23;1;1/4/2023;No Hábil;Sábado;2073.6;12270.2;15.2;390.4;1206.5
abr-23;2;2/4/2023;No Hábil;Domingo;1799.9;11389.8;17.9;351.9;1004.0
abr-23;3;3/4/2023;Hábil;Lunes;2039.1;13147.6;18.5;410.8;1189.4
abr-23;4;4/4/2023;Hábil;Martes;2217.1;13231.2;19.1;439.9;1314.8
abr-23;5;5/4/2023;Hábil;Miércoles;2284.4;13198.7;20.5;446.9;1358.2
abr-23;6;6/4/2023;Hábil;Jueves;2261.1;13021.0;20.8;436.3;1361.4
abr-23;7;7/4/2023;Hábil;Viernes;1973.4;11954.7;20.8;385.5;1141.4
abr-23;8;8/4/2023;No Hábil;Sábado;1975.5;11912.8;21.0;370.3;1154.6
abr-23;9;9/4/2023;No Hábil;Domingo;1904.5;11748.2;21.6;344.6;1117.9
abr-23;10;10/4/2023;Hábil;Lunes;2074.5;13862.8;21.7;409.8;1246.2
abr-23;11;11/4/2023;Hábil;Martes;2145.6;14740.4;23.2;433.3;1281.0
abr-23;12;12/4/2023;Hábil;Miércoles;2183.4;14177.1;17.4;430.1;1301.8
abr-23;13;13/4/2023;Hábil;Jueves;2141.6;13256.1;13.8;418.8;1262.5
abr-23;14;14/4/2023;Hábil;Viernes;2201.7;13173.6;13.8;415.8;1329.7
abr-23;15;15/4/2023;No Hábil;Sábado;2144.9;12092.0;16.3;386.0;1275.6
abr-23;16;16/4/2023;No Hábil;Domingo;1975.8;11341.8;15.3;340.4;1132.6
abr-23;17;17/4/2023;Hábil;Lunes;2128.5;13021.7;15.8;396.4;1240.4
abr-23;18;18/4/2023;Hábil;Martes;2164.7;13703.6;12.8;415.0;1281.0
abr-23;19;19/4/2023;Hábil;Miércoles;2175.7;13919.4;14.1;404.6;1297.2
abr-23;20;20/4/2023;Hábil;Jueves;2272.6;13559.3;14.1;420.4;1363.2
abr-23;21;21/4/2023;Hábil;Viernes;2282.7;13320.7;16.4;419.2;1372.1
abr-23;22;22/4/2023;No Hábil;Sábado;2163.2;12151.7;17.3;396.0;1276.6
abr-23;23;23/4/2023;No Hábil;Domingo;2006.1;11302.6;17.6;360.4;1151.6
abr-23;24;24/4/2023;Hábil;Lunes;2181.9;12939.1;18.6;412.6;1277.1
abr-23;25;25/4/2023;Hábil;Martes;2259.9;13143.3;19.0;438.5;1329.9
abr-23;26;26/4/2023;Hábil;Miércoles;2255.9;13232.5;17.8;444.5;1336.1
abr-23;27;27/4/2023;Hábil;Jueves;2245.1;13299.5;19.7;439.5;1321.0
abr-23;28;28/4/2023;Hábil;Viernes;2240.8;13194.5;20.9;437.9;1325.0
abr-23;29;29/4/2023;No Hábil;Sábado;2122.2;12238.3;21.8;405.9;1253.0
abr-23;30;30/4/2023;No Hábil;Domingo;1908.0;11622.3;19.6;351.4;1103.6
may-23;1;1/5/2023;No Hábil;Lunes;1608.1;11405.5;13.3;309.6;820.4
may-23;2;2/5/2023;Hábil;Martes;2023.3;13407.2;12.3;396.2;1137.9
may-23;3;3/5/2023;Hábil;Miércoles;2301.8;14038.2;12.9;443.6;1361.4
may-23;4;4/5/2023;Hábil;Jueves;2284.5;13948.0;14.9;442.9;1345.5
may-23;5;5/5/2023;Hábil;Viernes;2289.0;13657.6;17.4;446.0;1345.7
may-23;6;6/5/2023;No Hábil;Sábado;2206.1;12496.4;18.1;405.9;1308.8
may-23;7;7/5/2023;No Hábil;Domingo;2076.1;11461.6;17.1;360.8;1222.6
may-23;8;8/5/2023;Hábil;Lunes;2278.9;13282.9;15.1;413.6;1362.9
may-23;9;9/5/2023;Hábil;Martes;2353.0;13795.4;13.8;428.4;1428.4
may-23;10;10/5/2023;Hábil;Miércoles;2324.5;13805.5;14.2;430.0;1400.5
may-23;11;11/5/2023;Hábil;Jueves;2279.7;14112.1;12.3;425.4;1366.2
may-23;12;12/5/2023;Hábil;Viernes;2235.2;14146.5;14.3;427.9;1326.1
may-23;13;13/5/2023;No Hábil;Sábado;2163.3;12617.1;17.1;401.0;1295.6
may-23;14;14/5/2023;No Hábil;Domingo;2054.3;11465.3;19.2;356.0;1224.5
may-23;15;15/5/2023;Hábil;Lunes;2158.3;13015.3;18.6;416.1;1265.7
may-23;16;16/5/2023;Hábil;Martes;2240.0;13312.2;19.0;435.8;1327.0
may-23;17;17/5/2023;Hábil;Miércoles;2245.1;13239.1;19.2;442.4;1326.8
may-23;18;18/5/2023;Hábil;Jueves;2294.4;13255.5;17.1;438.6;1378.1
may-23;19;19/5/2023;Hábil;Viernes;2266.7;13951.0;14.1;426.6;1372.6
may-23;20;20/5/2023;No Hábil;Sábado;2148.9;13268.2;12.8;392.8;1287.0
may-23;21;21/5/2023;No Hábil;Domingo;2004.7;12615.5;15.5;358.0;1168.2
may-23;22;22/5/2023;Hábil;Lunes;2160.8;13638.9;18.1;413.7;1265.4
may-23;23;23/5/2023;Hábil;Martes;2249.1;13893.5;19.3;423.2;1348.1
may-23;24;24/5/2023;Hábil;Miércoles;2195.1;13782.9;20.5;401.5;1319.5
may-23;25;25/5/2023;No Hábil;Jueves;1952.0;12744.2;19.4;354.4;1115.3
may-23;26;26/5/2023;No Hábil;Viernes;1850.9;12596.7;18.0;330.6;1035.8
may-23;27;27/5/2023;No Hábil;Sábado;1946.5;13316.5;11.8;325.1;1138.2
may-23;28;28/5/2023;No Hábil;Domingo;1912.2;13596.2;8.6;315.7;1118.1
may-23;29;29/5/2023;Hábil;Lunes;2116.0;15710.5;10.6;390.4;1248.5
may-23;30;30/5/2023;Hábil;Martes;2276.9;15829.5;13.0;418.0;1374.5
may-23;31;31/5/2023;Hábil;Miércoles;2275.1;15069.5;15.7;428.1;1337.3
jun-23;1;1/6/2023;Hábil;Jueves;2400.1;14279.3;17.1;434.6;1295.4
jun-23;2;2/6/2023;Hábil;Viernes;2516.5;13762.9;19.6;428.4;1379.3
jun-23;3;3/6/2023;No Hábil;Sábado;2320.1;12568.3;17.9;399.7;1205.9
jun-23;4;4/6/2023;No Hábil;Domingo;2139.7;12192.3;15.1;340.4;1085.3
jun-23;5;5/6/2023;Hábil;Lunes;2344.3;14796.5;11.4;391.5;1232.5
jun-23;6;6/6/2023;Hábil;Martes;2443.6;15002.4;15.7;416.4;1303.3
jun-23;7;7/6/2023;Hábil;Miércoles;2510.9;14301.0;17.5;412.5;1381.7
jun-23;8;8/6/2023;Hábil;Jueves;2440.3;14127.2;20.5;425.5;1304.0
jun-23;9;9/6/2023;Hábil;Viernes;2415.5;14077.0;17.4;421.0;1297.0
jun-23;10;10/6/2023;No Hábil;Sábado;2351.8;14494.3;9.5;385.8;1281.1
jun-23;11;11/6/2023;No Hábil;Domingo;2228.0;14723.7;6.6;344.0;1182.9
jun-23;12;12/6/2023;Hábil;Lunes;2384.8;17594.9;6.7;400.9;1245.2
jun-23;13;13/6/2023;Hábil;Martes;2451.6;18129.8;7.6;413.8;1359.7
jun-23;14;14/6/2023;Hábil;Miércoles;2285.5;18198.1;8.6;423.1;1292.9
jun-23;15;15/6/2023;Hábil;Jueves;2371.5;18066.2;9.6;427.3;1242.7
jun-23;16;16/6/2023;Hábil;Viernes;2476.0;17522.7;10.8;419.5;1358.1
jun-23;17;17/6/2023;No Hábil;Sábado;2044.2;16136.5;8.4;365.9;1105.0
jun-23;18;18/6/2023;No Hábil;Domingo;1770.1;15456.6;7.2;336.1;941.9
jun-23;19;19/6/2023;No Hábil;Lunes;1818.6;15988.0;10.5;345.9;979.9
jun-23;20;20/6/2023;No Hábil;Martes;1850.7;16135.0;11.1;363.7;987.6
jun-23;21;21/6/2023;Hábil;Miércoles;2090.4;17441.6;12.6;418.6;1175.4
jun-23;22;22/6/2023;Hábil;Jueves;2158.9;17722.6;10.5;415.2;1264.1
jun-23;23;23/6/2023;Hábil;Viernes;2195.3;17490.0;11.1;414.0;1307.5
jun-23;24;24/6/2023;No Hábil;Sábado;2088.3;15288.4;13.1;373.1;1238.1
jun-23;25;25/6/2023;No Hábil;Domingo;2038.7;13851.3;13.5;329.6;1129.4
jun-23;26;26/6/2023;Hábil;Lunes;2339.2;15227.1;15.2;394.7;1254.9
jun-23;27;27/6/2023;Hábil;Martes;2460.8;15909.5;13.0;417.4;1357.2
jun-23;28;28/6/2023;Hábil;Miércoles;2467.3;16425.1;10.6;419.7;1359.3
jun-23;29;29/6/2023;Hábil;Jueves;2435.7;17018.9;9.8;421.3;1316.4
jun-23;30;30/6/2023;Hábil;Viernes;2436.7;16730.7;11.2;420.5;1323.2
jul-23;1;1/7/2023;No Hábil;Sábado;2166.5;14784.7;12.7;377.7;1243.0
jul-23;2;2/7/2023;No Hábil;Domingo;1952.3;13620.7;14.9;334.4;1131.0
jul-23;3;3/7/2023;Hábil;Lunes;2063.7;14526.6;16.7;380.2;1196.1
jul-23;4;4/7/2023;Hábil;Martes;2114.0;14249.3;18.9;412.7;1221.2
jul-23;5;5/7/2023;Hábil;Miércoles;2146.8;14271.4;16.5;413.8;1260.7
jul-23;6;6/7/2023;Hábil;Jueves;2127.7;14889.0;14.2;422.5;1240.4
jul-23;7;7/7/2023;Hábil;Viernes;2135.4;15844.1;11.2;425.5;1246.4
jul-23;8;8/7/2023;No Hábil;Sábado;2017.1;15025.6;12.0;389.1;1165.0
jul-23;9;9/7/2023;No Hábil;Domingo;1774.7;13797.2;14.2;337.0;977.6
jul-23;10;10/7/2023;Hábil;Lunes;2004.8;15680.2;12.8;393.8;1127.0
jul-23;11;11/7/2023;Hábil;Martes;2078.8;17117.3;10.8;417.3;1170.3
jul-23;12;12/7/2023;Hábil;Miércoles;2118.3;18415.5;9.5;419.0;1197.2
jul-23;13;13/7/2023;Hábil;Jueves;2109.5;18556.7;8.2;417.5;1190.4
jul-23;14;14/7/2023;Hábil;Viernes;2134.2;18999.2;6.8;408.4;1240.0
jul-23;15;15/7/2023;No Hábil;Sábado;1973.9;17421.4;10.1;371.1;1121.0
jul-23;16;16/7/2023;No Hábil;Domingo;1868.5;16341.2;7.5;332.0;1053.4
jul-23;17;17/7/2023;Hábil;Lunes;2019.6;18959.7;5.6;392.7;1144.6
jul-23;18;18/7/2023;Hábil;Martes;1967.6;19307.5;5.9;418.2;1063.0
jul-23;19;19/7/2023;Hábil;Miércoles;2030.8;19409.4;8.6;423.7;1122.8
jul-23;20;20/7/2023;Hábil;Jueves;1904.9;17713.6;11.5;420.3;996.5
jul-23;21;21/7/2023;Hábil;Viernes;1886.7;15518.4;18.1;422.3;977.3
jul-23;22;22/7/2023;No Hábil;Sábado;1920.7;12941.1;21.2;390.6;1049.0
jul-23;23;23/7/2023;No Hábil;Domingo;1780.6;13130.5;12.0;335.3;969.6
jul-23;24;24/7/2023;Hábil;Lunes;1939.6;16685.8;10.3;395.7;1084.4
jul-23;25;25/7/2023;Hábil;Martes;1959.9;17219.3;11.4;420.6;1070.7
jul-23;26;26/7/2023;Hábil;Miércoles;1960.5;16741.9;12.4;413.7;1077.2
jul-23;27;27/7/2023;Hábil;Jueves;1939.4;17186.8;9.2;407.2;1056.8
jul-23;28;28/7/2023;Hábil;Viernes;1978.8;16788.7;10.6;411.9;1077.5
jul-23;29;29/7/2023;No Hábil;Sábado;1887.7;14967.6;12.6;377.4;1030.3
jul-23;30;30/7/2023;No Hábil;Domingo;1745.5;13337.6;14.6;339.2;935.9
jul-23;31;31/7/2023;Hábil;Lunes;1906.9;14617.5;15.3;396.0;1032.6
ago-23;1;1/8/2023;Hábil;Martes;1883.3;14155.0;20.3;410.1;1015.0
ago-23;2;2/8/2023;Hábil;Miércoles;1914.5;14110.0;20.2;418.0;1026.1
ago-23;3;3/8/2023;Hábil;Jueves;1948.6;14997.2;11.0;410.0;1052.2
ago-23;4;4/8/2023;Hábil;Viernes;2011.3;15177.9;11.2;405.4;1121.5
ago-23;5;5/8/2023;No Hábil;Sábado;1926.2;14387.6;11.5;363.5;1082.8
ago-23;6;6/8/2023;No Hábil;Domingo;1783.4;13028.3;15.7;311.7;996.9
ago-23;7;7/8/2023;Hábil;Lunes;1897.3;15776.7;9.1;374.4;1039.9
ago-23;8;8/8/2023;Hábil;Martes;2035.5;16536.8;9.9;397.1;1140.3
ago-23;9;9/8/2023;Hábil;Miércoles;2065.2;16057.5;12.8;400.7;1173.7
ago-23;10;10/8/2023;Hábil;Jueves;2135.6;15391.2;15.3;415.7;1232.2
